account_id,customer_id,current_balance,timestamp,status
ACC-50148,CUST-11463,27459.49,,
ACC-50149,CUST-11136,17884.99,,
ACC-50150,CUST-11119,97941.71,,
ACC-50151,CUST-10667,73500.64,,
ACC-50152,CUST-11351,110553.68,,
ACC-50153,CUST-10750,132813.82,,
ACC-50154,CUST-10818,121482.52,,
ACC-50723,CUST-11131,244579.04,2026-05-03 23:54:59,Success
ACC-50156,CUST-10379,141443.36,,
ACC-50157,CUST-10917,60089.41,,
ACC-50158,CUST-11250,186439.27,,
ACC-50159,CUST-11225,243455.02,,
ACC-50160,CUST-10956,4197.78,,
ACC-50161,CUST-10334,150180.82,,
ACC-50162,CUST-10182,51983.54,,
ACC-50627,CUST-10059,33779.88,2026-05-20 06:04:59,Flagged
ACC-50164,CUST-11303,112078.94,,
ACC-50165,CUST-11147,125169.88,,
ACC-50166,CUST-10161,162275.66,,
ACC-51481,CUST-10250,135928.5,2026-05-09 12:45:59,Success
ACC-50168,CUST-11022,3230.93,,
ACC-50169,CUST-11495,131784.3,,
ACC-50170,CUST-11151,220978.85,,
ACC-50171,CUST-11127,87950.3,,
ACC-50172,CUST-11072,28775.86,,
ACC-50173,CUST-10142,220684.63,,
ACC-50267,CUST-11462,129779.36,2026-04-27 09:42:59,Flagged
ACC-50961,CUST-10252,199433.14,2026-05-19 07:11:59,Failed
ACC-50069,CUST-10332,9839.79,2026-05-09 22:36:59,Success
ACC-51191,CUST-10172,110086.61,2026-05-05 12:43:59,Success
ACC-50178,CUST-10451,84103.02,,
ACC-50179,CUST-10062,97650.81,,
ACC-50180,CUST-10602,244647.94,,
ACC-50959,CUST-10456,136587.82,2026-05-07 01:59:59,Failed
ACC-50182,CUST-10014,41663.73,,
ACC-50183,CUST-10935,240978.82,,
ACC-50184,CUST-10066,119487.97,,
ACC-50185,CUST-11311,87900.35,,
ACC-50926,CUST-11396,228449.49,2026-04-29 23:19:59,Flagged
ACC-50187,CUST-11023,16803.69,,
ACC-50188,CUST-10703,49585.11,,
ACC-50189,CUST-11072,185435.65,,
ACC-50190,CUST-10309,10705.92,,
ACC-50191,CUST-10356,60647.55,,
ACC-50192,CUST-11269,67602.84,,
ACC-50193,CUST-10063,26430.61,,
ACC-50194,CUST-11365,210717.34,,
ACC-51330,CUST-10091,200575.54,2026-05-21 10:14:59,Failed
ACC-50930,CUST-10828,125813.09,2026-05-01 07:00:59,Flagged
ACC-50197,CUST-10826,207466.32,,
ACC-51218,CUST-10171,202960.8,2026-05-11 19:04:59,Failed
ACC-50199,CUST-11023,166136.62,,
ACC-50200,CUST-10020,81889.33,,
ACC-50201,CUST-11408,247293.32,,
ACC-50202,CUST-10697,10912.86,,
ACC-50512,CUST-10764,1224.5,2026-05-03 22:54:59,Flagged
ACC-50204,CUST-10420,193430.81,,
ACC-50205,CUST-10894,127688.9,,
ACC-50206,CUST-11033,46359.41,,
ACC-50207,CUST-11468,76989.84,,
ACC-50208,CUST-10893,41953.4,,
ACC-50209,CUST-10496,233117.19,,
ACC-50210,CUST-10490,119966.58,,
ACC-51475,CUST-10084,233853.1,2026-04-30 21:47:59,Success
ACC-50212,CUST-10356,792.83,,
ACC-50213,CUST-10598,76355.53,,
ACC-50214,CUST-11171,204124.35,,
ACC-50967,CUST-11254,127965.37,2026-05-16 03:44:59,Success
ACC-50216,CUST-11168,16484.23,,
ACC-50587,CUST-11124,28312.3,2026-04-27 02:52:59,Success
ACC-50218,CUST-11223,93182.13,,
ACC-50219,CUST-10020,135650.54,,
ACC-50220,CUST-10235,228732.15,,
ACC-50221,CUST-11418,227651.55,,
ACC-50105,CUST-11111,62672.46,2026-05-04 18:01:59,Success
ACC-50223,CUST-10928,220011.93,,
ACC-50224,CUST-10568,232875.24,,
ACC-50225,CUST-10326,14468.53,,
ACC-50919,CUST-10129,147288.81,2026-04-25 11:19:59,Success
ACC-50227,CUST-11473,64250.35,,
ACC-50228,CUST-10603,174691.95,,
ACC-50229,CUST-10458,119546.58,,
ACC-50230,CUST-10881,232532.28,,
ACC-50231,CUST-10582,151715.08,,
ACC-50232,CUST-11414,160038.93,,
ACC-50523,CUST-11327,174002.63,2026-05-16 09:12:59,Success
ACC-50382,CUST-10976,236614.51,2026-05-18 05:56:59,Success
ACC-50235,CUST-10296,135153.08,,
ACC-50236,CUST-11194,46639.6,,
ACC-50237,CUST-10557,225675.51,,
ACC-50844,CUST-10073,110374.66,2026-05-22 11:19:59,Flagged
ACC-50239,CUST-11380,74874.67,,
ACC-50240,CUST-10595,86331.24,,
ACC-50241,CUST-10874,224048.33,,
ACC-50242,CUST-11360,159864.17,,
ACC-50243,CUST-10220,60788.93,,
ACC-50244,CUST-11389,242083.32,,
ACC-50245,CUST-10762,84289.22,,
ACC-50246,CUST-10587,90520.24,,
ACC-50247,CUST-11121,103543.17,,
ACC-50248,CUST-11434,166857.48,,
ACC-50193,CUST-11230,192129.26,2026-05-19 13:44:59,Success
ACC-50026,CUST-11059,135416.56,2026-05-07 04:27:59,Failed
ACC-51403,CUST-10815,184593.45,2026-04-28 12:18:59,Success
ACC-50252,CUST-10853,200724.88,,
ACC-50253,CUST-10541,89112.14,,
ACC-50254,CUST-11189,181923.79,,
ACC-50255,CUST-10475,58861.51,,
ACC-50810,CUST-10522,30712.47,2026-05-06 17:05:59,Flagged
ACC-50257,CUST-11240,34573.87,,
ACC-51143,CUST-10096,14121.2,2026-05-11 00:58:59,Success
ACC-50259,CUST-10558,83844.83,,
ACC-50260,CUST-11160,104535.43,,
ACC-51052,CUST-11395,32375.38,2026-04-29 17:40:59,Success
ACC-50242,CUST-10330,26814.57,2026-05-12 18:36:59,Flagged
ACC-50263,CUST-11063,40972.28,,
ACC-50264,CUST-10706,237793.93,,
ACC-50945,CUST-10537,91717.81,2026-04-30 00:03:59,Success
ACC-50266,CUST-10552,41757.43,,
ACC-50267,CUST-11238,187660.08,,
ACC-50268,CUST-11433,127570.8,,
ACC-50550,CUST-11316,64628.31,2026-05-01 04:12:59,Flagged
ACC-50405,CUST-10090,185675.69,2026-05-22 17:19:59,Flagged
ACC-50575,CUST-11004,179168.23,2026-05-19 08:36:59,Success
ACC-50272,CUST-10130,87172.89,,
ACC-50829,CUST-10838,9637.03,2026-05-03 22:52:59,Success
ACC-50274,CUST-11360,225349.95,,
ACC-50275,CUST-10713,64172.16,,
ACC-51183,CUST-11237,107395.96,2026-05-13 23:43:59,Success
ACC-50972,CUST-10150,172018.53,2026-05-11 01:55:59,Success
ACC-50278,CUST-11005,130706.59,,
ACC-50279,CUST-10070,199120.44,,
ACC-50280,CUST-10523,58548.8,,
ACC-50281,CUST-10038,105338.17,,
ACC-50282,CUST-11146,70247.77,,
ACC-50283,CUST-10802,7926.16,,
ACC-50628,CUST-10302,61424.93,2026-05-09 12:40:59,Success
ACC-50972,CUST-10150,196940.39,2026-05-11 01:55:59,Success
ACC-50286,CUST-11443,23351.42,,
ACC-50287,CUST-11342,28517.61,,
ACC-50637,CUST-10550,53717.23,2026-05-17 08:26:59,Success
ACC-50972,CUST-10150,130294.83,2026-05-11 01:55:59,Success
ACC-50290,CUST-10075,222590.55,,
ACC-50291,CUST-10413,72651.51,,
ACC-50292,CUST-10378,169109.89,,
ACC-50927,CUST-11319,192409.59,2026-05-21 11:08:59,Flagged
ACC-50257,CUST-11388,43369.48,2026-05-10 14:52:59,Flagged
ACC-50295,CUST-10387,114894.86,,
ACC-50296,CUST-10829,56434.08,,
ACC-50297,CUST-10836,101786.22,,
ACC-50298,CUST-10644,61857.04,,
ACC-50299,CUST-10334,157016.59,,
ACC-50065,CUST-10998,213952.76,2026-05-17 00:57:59,Success
ACC-50301,CUST-10791,176430.87,,
ACC-50302,CUST-11107,20474.77,,
ACC-50494,CUST-10094,3088.08,2026-05-21 09:08:59,Flagged
ACC-50304,CUST-11192,102509.38,,
ACC-51495,CUST-10891,103689.37,2026-05-21 14:29:59,Flagged
ACC-50306,CUST-10624,156236.92,,
ACC-50307,CUST-11310,122020.29,,
ACC-50308,CUST-10106,197082.61,,
ACC-50309,CUST-11021,212968.58,,
ACC-50310,CUST-10527,82740.81,,
ACC-50101,CUST-10427,169730.23,2026-05-01 02:49:59,Flagged
ACC-50312,CUST-10854,119784.5,,
ACC-51035,CUST-11484,184008.45,2026-05-03 08:06:59,Success
ACC-50901,CUST-11057,237553.36,2026-05-23 02:16:59,Failed
ACC-50315,CUST-10483,70613.33,,
ACC-50316,CUST-10495,66818.1,,
ACC-50810,CUST-10522,224171.37,2026-05-06 17:05:59,Flagged
ACC-50318,CUST-10290,33447.9,,
ACC-50588,CUST-11062,154659.86,2026-05-08 17:58:59,Success
ACC-51031,CUST-10214,196821.14,2026-05-09 19:45:59,Flagged
ACC-50321,CUST-10382,130774.03,,
ACC-50322,CUST-10968,56599.44,,
ACC-50101,CUST-10427,144567.61,2026-05-01 02:49:59,Flagged
ACC-50324,CUST-10037,71636.38,,
ACC-51163,CUST-10064,16913.51,2026-04-24 20:27:59,Success
ACC-50326,CUST-10731,122023.03,,
ACC-51249,CUST-10714,99449.94,2026-04-24 19:27:59,Success
ACC-50539,CUST-10855,218010.66,2026-05-07 23:20:59,Success
ACC-50329,CUST-10834,51184.87,,
ACC-50330,CUST-10061,249672.55,,
ACC-50331,CUST-11467,2185.26,,
ACC-50332,CUST-10922,214002.6,,
ACC-50333,CUST-10046,228638.1,,
ACC-50334,CUST-11287,243053.62,,
ACC-50091,CUST-10335,101804.51,2026-05-21 02:58:59,Failed
ACC-50336,CUST-11160,71731.27,,
ACC-51479,CUST-11257,21060.3,2026-04-29 17:15:59,Flagged
ACC-50338,CUST-11192,95319.19,,
ACC-50339,CUST-11078,48695.72,,
ACC-50340,CUST-11475,118394.67,,
ACC-50341,CUST-10952,141007.55,,
ACC-50342,CUST-10120,140556.88,,
ACC-51493,CUST-10455,200380.86,2026-05-02 10:50:59,Success
ACC-50732,CUST-10259,133418.44,2026-05-22 09:39:59,Failed
ACC-50345,CUST-10556,90073.1,,
ACC-50346,CUST-11385,214968.99,,
ACC-50347,CUST-10295,38760.97,,
ACC-50348,CUST-10081,48559.9,,
ACC-51317,CUST-11449,225999.55,2026-05-10 04:12:59,Flagged
ACC-50350,CUST-10405,157347.3,,
ACC-50351,CUST-11294,96897.58,,
ACC-51484,CUST-10757,72196.93,2026-05-07 04:00:59,Success
ACC-50353,CUST-10684,123539.59,,
ACC-50354,CUST-11065,80440.16,,
ACC-50355,CUST-10821,208390.69,,
ACC-51116,CUST-10651,220961.81,2026-05-16 06:46:59,Success
ACC-50145,CUST-11040,30925.05,2026-05-13 12:43:59,Flagged
ACC-50358,CUST-10198,70063.44,,
ACC-50359,CUST-11093,169051.92,,
ACC-50360,CUST-10773,221871.94,,
ACC-50361,CUST-11051,137028.61,,
ACC-50362,CUST-11281,224283.72,,
ACC-50391,CUST-10698,35248.34,2026-04-25 07:04:59,Success
ACC-50364,CUST-10048,178419.39,,
ACC-50365,CUST-10988,168669.72,,
ACC-50366,CUST-10292,115828.53,,
ACC-50367,CUST-10133,70095.54,,
ACC-50368,CUST-10498,210477.7,,
ACC-50369,CUST-10974,65704.07,,
ACC-50370,CUST-11377,135491.44,,
ACC-50371,CUST-11283,231695.61,,
ACC-50372,CUST-10045,151074.21,,
ACC-50373,CUST-11436,120119.4,,
ACC-50374,CUST-10418,9849.55,,
ACC-50375,CUST-10152,144728.96,,
ACC-51330,CUST-10091,101454.3,2026-05-21 10:14:59,Failed
ACC-50377,CUST-10283,108935.32,,
ACC-51183,CUST-11237,138058.8,2026-05-13 23:43:59,Success
ACC-50379,CUST-10026,47541.48,,
ACC-50014,CUST-10650,98732.88,2026-05-08 04:38:59,Success
ACC-50381,CUST-11495,164273.22,,
ACC-50382,CUST-10098,41309.15,,
ACC-50383,CUST-10776,125319.06,,
ACC-50384,CUST-11499,65387.34,,
ACC-50385,CUST-11127,7547.28,,
ACC-50386,CUST-11043,215178.64,,
ACC-50119,CUST-10167,212252.25,2026-05-12 08:42:59,Failed
ACC-50985,CUST-10289,8374.59,2026-04-24 08:20:59,Success
ACC-50389,CUST-10727,101720.48,,
ACC-50390,CUST-11036,45369.78,,
ACC-50391,CUST-10177,29576.39,,
ACC-50643,CUST-11429,18428.87,2026-05-16 04:03:59,Failed
ACC-51476,CUST-10364,106826.79,2026-05-01 11:55:59,Success
ACC-50394,CUST-10133,49917.86,,
ACC-50395,CUST-11071,193859.6,,
ACC-50523,CUST-11327,103803.01,2026-05-16 09:12:59,Success
ACC-51362,CUST-10789,17086.58,2026-05-01 00:52:59,Flagged
ACC-51067,CUST-10151,157127.01,2026-05-18 07:36:59,Success
ACC-50399,CUST-10926,221629.29,,
ACC-50400,CUST-10046,113993.23,,
ACC-50401,CUST-11245,75514.3,,
ACC-50402,CUST-11324,199954.19,,
ACC-51488,CUST-11350,92521.54,2026-04-24 16:26:59,Success
ACC-50381,CUST-10814,141595.72,2026-05-08 00:31:59,Success
ACC-50257,CUST-11388,36194.88,2026-05-10 14:52:59,Flagged
ACC-50285,CUST-10663,18109.19,2026-05-03 11:40:59,Flagged
ACC-50407,CUST-10618,208084.95,,
ACC-50972,CUST-10150,230889.71,2026-05-11 01:55:59,Success
ACC-50409,CUST-11241,137115.67,,
ACC-50410,CUST-10956,214441.61,,
ACC-50411,CUST-10208,159042.5,,
ACC-50121,CUST-10394,157854.95,2026-04-30 11:46:59,Success
ACC-50413,CUST-10858,137371.2,,
ACC-50414,CUST-10260,224348.97,,
ACC-50415,CUST-10111,34929.63,,
ACC-50416,CUST-10035,52354.05,,
ACC-50417,CUST-10752,122822.4,,
ACC-50418,CUST-10906,115198.91,,
ACC-50419,CUST-10805,68085.31,,
ACC-50420,CUST-10735,112715.85,,
ACC-50421,CUST-10075,39147.59,,
ACC-50422,CUST-11216,200163.85,,
ACC-50423,CUST-10747,235241.7,,
ACC-50424,CUST-10760,37394.95,,
ACC-50425,CUST-10547,164346.02,,
ACC-50426,CUST-10189,88071.27,,
ACC-50168,CUST-10559,130282.18,2026-05-07 18:35:59,Failed
ACC-50428,CUST-10624,108378.69,,
ACC-50429,CUST-10099,120924.06,,
ACC-50104,CUST-10338,85285.71,2026-04-23 13:38:59,Success
ACC-50431,CUST-10705,106312.74,,
ACC-50432,CUST-11335,194168.68,,
ACC-51002,CUST-10623,228648.37,2026-05-07 23:36:59,Success
ACC-50434,CUST-10180,184850.69,,
ACC-50435,CUST-10834,159187.42,,
ACC-50436,CUST-11204,204266.48,,
ACC-50437,CUST-10475,186938.43,,
ACC-50438,CUST-10917,28550.04,,
ACC-50439,CUST-11217,101494.84,,
ACC-50440,CUST-10225,207161.92,,
ACC-50441,CUST-10747,187769.32,,
ACC-50442,CUST-10049,128131.37,,
ACC-50443,CUST-11418,157070.58,,
ACC-50444,CUST-10716,85057.51,,
ACC-50263,CUST-11357,123464.73,2026-05-06 12:38:59,Flagged
ACC-50866,CUST-10611,233715.27,2026-05-06 16:56:59,Success
ACC-50937,CUST-10430,190125.26,2026-05-11 16:23:59,Success
ACC-50889,CUST-11227,173861.14,2026-05-13 16:16:59,Success
ACC-50449,CUST-10925,22907.53,,
ACC-51116,CUST-10651,119208.75,2026-05-16 06:46:59,Success
ACC-50451,CUST-11275,141562.25,,
ACC-50452,CUST-10316,12010.39,,
ACC-50453,CUST-11393,135755.77,,
ACC-50454,CUST-10506,105068.27,,
ACC-50455,CUST-11234,125194.11,,
ACC-50456,CUST-10356,89619.36,,
ACC-50457,CUST-11318,57548.04,,
ACC-50458,CUST-11238,139378.49,,
ACC-50459,CUST-10618,137193.01,,
ACC-50460,CUST-10144,145226.9,,
ACC-50461,CUST-10286,115495.27,,
ACC-50462,CUST-10578,161095.32,,
ACC-50467,CUST-10531,142212.03,2026-05-20 10:06:59,Success
ACC-51237,CUST-11067,222730.92,2026-05-17 03:46:59,Success
ACC-50465,CUST-11071,90613.99,,
ACC-50466,CUST-10323,225541.91,,
ACC-50467,CUST-10516,80847.92,,
ACC-51284,CUST-10865,142235.59,2026-05-03 22:58:59,Success
ACC-50469,CUST-10724,17787.14,,
ACC-50470,CUST-10749,203260.38,,
ACC-50753,CUST-10930,168064.83,2026-05-10 08:01:59,Success
ACC-50472,CUST-10739,52938.7,,
ACC-50473,CUST-10890,156980.38,,
ACC-50474,CUST-10906,138943.98,,
ACC-50475,CUST-10638,246536.99,,
ACC-50476,CUST-10632,232035.85,,
ACC-50330,CUST-10586,159070.29,2026-05-17 22:50:59,Flagged
ACC-50478,CUST-10905,152011.94,,
ACC-50479,CUST-11353,144260.09,,
ACC-50480,CUST-10218,125140.08,,
ACC-50481,CUST-10182,95755.71,,
ACC-50642,CUST-11148,218480.31,2026-05-16 14:57:59,Success
ACC-51455,CUST-10306,139573.14,2026-05-18 03:46:59,Failed
ACC-50484,CUST-11056,69924.2,,
ACC-51430,CUST-11114,24766.49,2026-05-02 11:47:59,Success
ACC-50790,CUST-11312,39908.57,2026-05-14 07:15:59,Flagged
ACC-51292,CUST-10352,179041.81,2026-05-07 23:48:59,Success
ACC-50488,CUST-10987,125534.25,,
ACC-50489,CUST-10670,132802.14,,
ACC-50490,CUST-11309,89194.51,,
ACC-50491,CUST-11182,71636.84,,
ACC-50492,CUST-10853,101958.86,,
ACC-50493,CUST-11165,111468.72,,
ACC-50140,CUST-10515,137982.45,2026-05-09 15:55:59,Flagged
ACC-50495,CUST-11441,154600.22,,
ACC-50496,CUST-11307,139996.38,,
ACC-50497,CUST-10671,146362.31,,
ACC-50181,CUST-10328,171963.9,2026-05-02 06:09:59,Flagged
ACC-51457,CUST-10932,146099.7,2026-05-22 19:01:59,Success
